id,little,ring,middle,index,thumb
930,352,411,502,453,522
931,350,400,477,459,531
932,348,398,487,464,527
933,349,417,489,453,522
934,354,412,491,452,524
935,356,415,494,450,523
936,347,416,497,458,525
937,358,420,502,450,529
938,349,411,492,457,529
939,365,402,491,460,520
940,353,411,490,451,523
941,354,412,493,450,524
942,352,411,488,452,521
943,362,422,481,445,528
944,362,414,478,453,528
945,366,405,487,453,518
946,353,410,487,450,523
947,356,414,494,453,524
948,357,413,496,453,524
949,356,408,497,468,527
950,362,400,496,453,514
951,352,409,504,446,522
952,348,416,487,458,521
953,354,414,492,452,521
954,353,414,493,451,523
955,348,413,485,445,519
956,359,423,481,447,525
957,354,414,493,457,522
958,346,412,478,458,527
959,353,413,492,452,523
960,354,413,495,449,523
961,367,417,494,455,524
962,362,428,500,446,528
963,357,416,496,439,521
964,368,407,480,456,517
965,345,416,492,451,521
966,352,414,489,451,524
967,353,412,490,450,525
968,364,406,482,457,525
969,335,430,508,442,528
970,361,420,475,448,528
971,349,412,500,459,524
972,356,412,494,455,522
973,356,414,494,451,524
974,357,415,498,448,523
975,346,419,503,442,519
976,349,408,491,442,527
977,355,404,500,456,521
978,356,415,495,452,523
979,352,412,493,452,523
980,354,409,490,458,521
981,368,412,478,453,533
982,349,420,489,443,525
983,357,411,503,454,518
984,353,411,493,451,523
985,358,413,492,452,524
986,357,414,494,452,523
987,358,419,501,447,520
988,331,416,509,445,522
989,351,415,492,451,528
990,364,408,506,455,523
991,353,413,492,450,523
992,353,411,491,451,524
993,351,409,495,455,528
994,354,409,482,459,528
995,351,404,497,451,515
996,349,410,487,446,523
997,354,413,492,453,525
998,353,413,493,452,524
999,351,416,493,449,523
1000,354,414,502,441,519
1001,349,420,497,446,520
1002,343,419,504,444,514
1003,362,411,496,451,524
1004,352,414,492,450,523
1005,354,413,489,450,520
1006,356,409,478,448,532
1007,369,414,479,447,517
1008,342,398,484,485,525
1009,364,415,501,458,523
1010,353,414,489,451,525
1011,356,414,495,451,524
1012,360,414,502,454,525
1013,372,411,492,464,532
1014,363,410,490,450,523
1015,358,412,500,457,519
1016,359,412,492,454,524
1017,352,412,493,448,522
1018,354,415,485,462,522
1019,350,412,498,456,510
1020,350,414,488,452,518
1021,372,412,482,456,525
1022,337,411,493,452,525
1023,356,413,495,454,525
1024,356,414,494,453,524
1025,348,424,498,457,523
1026,348,392,477,471,528
1027,351,417,491,441,527
1028,338,409,502,453,527
1029,354,414,492,453,524
1030,353,412,491,452,523
1031,349,411,484,452,519
1032,353,430,494,449,528
1033,361,423,481,447,518
1034,361,411,479,454,521
1035,353,411,490,453,523
1036,353,414,487,452,526
1037,355,416,500,447,527
1038,349,410,501,455,518
1039,349,416,492,449,527
1040,366,402,485,450,522
1041,363,410,503,452,520
1042,348,413,493,453,523
1043,353,412,492,451,523
1044,354,420,481,447,530
1045,369,406,495,474,524
1046,345,414,512,438,516
1047,346,421,487,451,531
1048,352,414,492,454,526
1049,357,412,492,449,524
1050,349,412,495,447,522
1051,367,409,486,460,533
1052,351,403,500,460,523
1053,359,423,484,444,525
1054,357,415,492,453,525
1055,355,411,489,450,524
1056,354,414,496,454,523
1057,349,415,483,456,526
1058,351,412,505,455,521
1059,346,403,487,465,515
1060,366,407,491,456,523
1061,353,414,494,452,525
1062,354,413,493,453,524
1063,339,416,508,460,526
1064,342,409,529,451,517
1065,374,402,479,459,527
1066,361,413,485,460,521
1067,352,413,494,452,524
1068,352,412,493,451,523
1069,353,411,493,445,524
1070,351,416,491,448,522
1071,359,410,490,456,513
1072,360,420,481,448,527
1073,355,415,496,454,523
1074,356,414,491,453,524
1075,356,413,493,447,518
1076,362,401,486,458,528
1077,384,413,481,453,523
1078,352,406,479,454,529
1079,359,418,501,458,530
1080,353,412,492,451,523
1081,354,414,490,452,524
1082,350,402,488,452,526
1083,359,411,499,464,517
1084,360,402,477,459,532
1085,349,417,493,444,526
1086,355,408,489,451,523
1087,357,411,491,451,524
1088,359,413,491,452,529
1089,362,417,469,450,530
1090,357,408,501,466,519
1091,359,411,476,459,528
1092,354,415,491,448,523
1093,353,413,491,451,525
1094,352,412,490,449,522
1095,356,410,488,456,527
1096,333,418,497,451,521
1097,358,404,492,455,522
1098,353,419,488,455,521
1099,357,412,487,455,525
1100,355,415,494,452,525
1101,353,405,492,452,522
1102,357,422,488,455,525
1103,350,412,486,447,527
1104,348,416,501,460,525
1105,357,411,493,451,523
1106,353,412,488,451,524
1107,354,419,486,454,526
1108,359,413,495,466,516
1109,362,408,487,460,529
1110,351,416,478,450,528
1111,366,413,487,454,525
1112,357,415,492,456,524
1113,356,414,494,454,525
1114,362,422,501,440,531
1115,371,408,484,451,526
1116,361,402,493,452,519
1117,369,415,495,452,526
1118,357,413,493,452,522
1119,356,414,494,453,523
1120,355,415,490,454,532
1121,360,420,473,455,533
1122,350,402,484,461,532
1123,347,402,507,446,522
1124,357,416,496,454,523
1125,356,414,498,453,525
1126,356,415,501,452,520
1127,360,418,504,444,526
1128,348,399,513,460,522
1129,332,412,500,436,531
1130,355,422,498,460,525
1131,354,413,496,453,524
1132,354,412,492,454,523
1133,347,407,505,458,519
1134,366,417,472,451,521
1135,355,421,487,444,525
1136,355,419,482,460,522
1137,356,414,493,456,524
1138,356,414,497,455,525
1139,355,412,510,460,527
