id,little,ring,middle,index,thumb
866,443,464,513,569,497
867,444,464,513,569,497
868,445,464,514,570,495
869,450,459,506,578,503
870,443,456,507,576,499
871,452,464,506,574,496
872,429,463,520,579,494
873,442,463,513,568,497
874,442,463,512,568,496
875,442,463,513,565,496
876,433,462,512,578,491
877,427,462,526,574,492
878,442,471,521,558,490
879,451,459,502,577,509
880,443,463,514,569,497
881,443,464,513,569,497
882,443,464,514,569,494
883,444,468,512,567,493
884,441,456,519,581,497
885,448,466,522,567,486
886,450,468,506,556,498
887,442,463,512,568,496
888,442,463,512,568,496
889,442,462,511,568,496
890,441,457,506,573,501
891,446,471,506,558,498
892,438,461,513,572,495
893,451,461,505,566,507
894,443,463,514,569,498
895,442,463,514,569,498
896,441,464,515,571,498
897,431,464,517,574,497
898,434,461,521,566,491
899,446,456,503,578,504
900,446,464,510,576,496
901,439,462,511,569,497
902,440,462,512,568,496
903,440,462,510,568,496
904,443,461,515,577,495
905,429,464,518,568,489
906,449,469,508,556,489
907,439,463,509,573,492
908,444,463,507,569,497
909,443,464,509,551,497
910,444,464,509,569,499
911,441,457,508,575,502
912,435,456,508,579,500
913,445,461,506,569,499
914,451,469,507,558,499
915,447,466,508,568,497
916,442,462,506,568,497
917,442,463,506,568,497
918,445,466,515,566,493
919,432,474,521,567,497
920,438,463,508,573,499
921,447,466,514,571,492
922,452,469,506,569,498
923,445,464,508,569,498
924,444,464,508,570,498
925,448,462,512,573,502
926,443,461,505,580,502
927,444,456,503,576,504
928,435,465,507,564,501
929,451,462,512,574,497
930,443,463,508,568,497
931,442,463,507,568,497
932,437,465,503,564,490
933,446,468,498,568,495
934,438,461,511,570,497
935,440,460,512,562,497
936,441,461,510,569,496
937,443,464,514,569,498
938,444,465,514,570,499
939,444,468,513,568,502
940,448,460,525,570,492
941,436,458,522,575,497
942,435,453,521,576,500
943,448,466,513,570,502
944,443,463,513,568,498
945,442,462,513,567,497
946,446,460,514,567,490
947,452,466,507,563,500
948,431,460,515,576,500
949,457,461,506,567,507
950,435,464,510,571,492
951,444,464,514,569,498
952,445,463,515,570,499
953,440,466,510,563,500
954,454,463,519,580,499
955,436,460,524,570,503
956,442,465,503,575,498
957,429,458,511,569,500
958,443,462,514,568,498
959,442,462,513,568,497
960,444,462,513,568,495
961,437,458,507,556,491
962,450,459,514,570,500
963,430,468,518,565,497
964,454,462,506,574,500
965,444,464,514,569,498
966,444,464,515,570,499
967,444,466,512,571,499
968,428,459,522,578,501
969,444,460,516,579,498
970,449,462,509,567,501
971,458,458,513,573,495
972,443,463,513,568,497
973,442,462,514,568,497
974,443,463,516,566,500
975,433,456,523,581,498
976,446,470,517,556,495
977,433,471,528,570,494
978,444,465,510,567,494
979,444,464,514,568,499
980,444,463,514,569,498
981,445,464,518,572,497
982,438,465,520,576,501
983,439,472,514,564,496
984,449,465,516,582,500
985,451,462,509,560,504
986,444,464,513,568,498
987,444,463,511,568,497
988,441,462,512,565,496
989,431,462,518,570,498
990,435,467,518,564,492
991,452,465,512,572,503
992,444,477,519,568,496
993,444,464,513,568,499
994,445,464,512,569,499
995,445,465,514,569,499
996,448,468,511,568,504
997,448,465,510,576,499
998,448,467,510,565,496
999,444,459,523,566,494
1000,443,463,511,567,497
1001,442,463,512,567,497
1002,443,463,510,567,497
1003,440,454,510,581,498
1004,461,455,512,567,498
1005,447,467,518,567,486
1006,456,480,511,559,496
1007,448,464,511,568,499
1008,445,464,512,568,499
1009,446,464,513,569,499
1010,451,466,503,562,500
1011,437,463,515,571,496
1012,453,469,505,556,496
1013,455,468,503,562,495
1014,434,464,511,567,498
1015,444,463,511,568,498
1016,443,463,510,568,497
1017,436,467,509,562,493
1018,455,475,520,556,485
1019,434,464,512,573,499
1020,439,461,517,563,494
1021,445,465,507,568,498
1022,445,465,512,569,498
1023,445,465,513,569,499
1024,446,465,513,565,504
1025,456,466,507,564,500
1026,446,458,510,574,504
1027,449,466,506,569,507
1028,451,467,513,566,498
1029,444,463,511,568,498
1030,444,463,511,567,498
1031,448,465,502,562,498
1032,446,459,512,570,492
1033,441,463,514,572,498
1034,435,467,520,557,492
1035,440,469,504,567,501
1036,446,464,512,570,500
1037,445,465,511,569,500
1038,442,465,514,570,496
1039,449,462,508,558,492
1040,447,472,509,563,495
1041,446,460,515,566,492
1042,433,460,517,571,493
1043,444,464,511,568,498
1044,444,463,510,566,498
1045,450,460,506,569,499
1046,462,474,508,561,496
1047,436,458,514,576,498
1048,442,451,507,569,505
1049,451,469,511,565,496
1050,445,464,511,568,499
1051,446,465,512,569,499
1052,446,459,511,568,501
1053,445,465,509,560,491
1054,446,464,521,563,493
1055,453,472,502,564,503
1056,446,461,512,575,498
1057,444,464,510,568,498
1058,445,463,510,567,498
1059,443,464,511,563,497
1060,432,468,522,578,493
1061,431,461,517,575,493
1062,438,470,512,564,498
1063,449,471,517,566,495
1064,446,465,511,568,499
1065,446,464,512,569,499
1066,446,464,512,573,497
1067,459,465,495,562,499
1068,436,460,523,574,492
1069,432,458,523,565,495
1070,452,456,514,571,501
1071,444,463,511,567,498
1072,444,463,509,567,498
1073,443,463,510,568,500
1074,446,465,505,563,502
1075,447,458,513,577,498
1076,457,471,507,561,494
1077,430,466,517,573,500
1078,446,465,510,568,498
1079,446,464,512,569,499
1080,447,465,512,569,500
1081,452,460,509,570,499
1082,430,470,518,564,501
1083,452,475,521,558,491
1084,446,467,510,562,505
1085,445,463,511,568,497
1086,444,463,510,567,498
1087,444,463,509,567,498
1088,435,454,515,578,504
1089,437,465,513,558,494
1090,445,461,506,572,507
1091,441,472,522,565,493
1092,442,463,511,568,499
1093,446,464,512,568,499
